Name;Vorname;Geschlecht;Geburtsdatum;Übung;Kategorie;Datum;Ergebnis;Punkte
Hartmann;Anna;f;01.01.2009;Schwimmen, 10-11;Schnelligkeit;03.03.2025;Bronze;0.44
Schulz;Marie;f;01.01.2012;Werfen, 10-11;Kraft;09.07.2025;Bronze;10.76
Hoffmann;Paul;m;01.01.2008;Weitsprung, 10-11;Koordination;03.07.2025;Bronze;3.15
Fischer;Emily;f;01.01.2010;Radfahren, 10-11;Schnelligkeit;09.03.2025;Bronze;0.33
Klein;Noah;m;01.01.2008;Schwimmen, 10-11;Ausdauer;04.05.2025;Bronze;8.38
Krüger;Nina;f;01.01.2011;Schwimmen, 10-11;Schnelligkeit;10.05.2025;Bronze;0.53
Schmidt;Tom;m;01.01.2009;Schleuderball, 12-13;Koordination;13.03.2025;Bronze;27.93
Richter;Ben;m;01.01.2008;Schleuderball, 12-13;Koordination;01.08.2025;Bronze;20.66
Schäfer;Luis;m;01.01.2009;Schleuderball, 12-13;Koordination;20.08.2025;Bronze;22.52
Klein;Noah;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;02.07.2025;Bronze;0.45
Meier;Jonas;m;01.01.2010;Radfahren, 10-11;Schnelligkeit;14.08.2025;Bronze;0.42
Schneider;Lilly;f;01.01.2012;Radfahren, 10-11;Ausdauer;15.10.2025;Bronze;44.59
Hartmann;Anna;f;01.01.2009;Laufen, 10-11;Schnelligkeit;24.06.2025;Bronze;0.1
Meier;Jonas;m;01.01.2010;Radfahren, 10-11;Ausdauer;21.01.2025;Bronze;47.79
Klein;Noah;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;04.09.2025;Bronze;0.53
Zimmermann;Leon;m;01.01.2010;Weitsprung, 10-11;Koordination;05.08.2025;Bronze;3.02
Neumann;Tim;m;01.01.2008;Radfahren, 10-11;Ausdauer;17.03.2025;Bronze;45.29
Schulz;Marie;f;01.01.2012;Laufen, 10-11;Schnelligkeit;06.02.2025;Bronze;0.13
Krüger;Nina;f;01.01.2011;Drehwurf, 10-11;Koordination;18.06.2025;Bronze;36.24
Hartmann;Anna;f;01.01.2009;Schwimmen, 10-11;Ausdauer;05.04.2025;Bronze;7.06
Klein;Alex;m;01.01.2011;Schleuderball, 12-13;Koordination;18.07.2025;Bronze;29.73
Zimmermann;Leon;m;01.01.2010;Schleuderball, 12-13;Koordination;06.10.2025;Bronze;23.02
Müller;Lena;f;01.01.2010;Schwimmen, 10-11;Ausdauer;28.04.2025;Bronze;7.39
Klein;Alex;m;01.01.2011;Werfen, 10-11;Kraft;20.07.2025;Bronze;31.55
Meier;Jonas;m;01.01.2010;Schwimmen, 10-11;Ausdauer;16.10.2025;Bronze;6.95
Fischer;Emily;f;01.01.2010;Hochsprung, 10-11;Koordination;22.06.2025;Bronze;1.11
Bauer;Sophie;f;01.01.2008;Standweitsprung, 10-11;Kraft;12.09.2025;Bronze;1.29
Neumann;Tim;m;01.01.2008;Weitsprung, 10-11;Koordination;28.01.2025;Bronze;3.11
Müller;Lena;f;01.01.2010;Schleuderball, 12-13;Koordination;07.02.2025;Bronze;21.0
Schneider;Lilly;f;01.01.2012;Werfen, 10-11;Kraft;15.04.2025;Bronze;14.73
Krüger;Nina;f;01.01.2011;Laufen, 10-11;Schnelligkeit;13.02.2025;Bronze;0.14
Neumann;Tim;m;01.01.2008;Drehwurf, 10-11;Koordination;16.08.2025;Bronze;29.91
Schäfer;Luis;m;01.01.2009;Hochsprung, 10-11;Koordination;04.06.2025;Bronze;0.75
Hartmann;Anna;f;01.01.2009;Standweitsprung, 10-11;Kraft;16.01.2025;Bronze;1.14
Neumann;Tim;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;12.10.2025;Bronze;0.45
Klein;Alex;m;01.01.2011;Radfahren, 10-11;Ausdauer;27.10.2025;Bronze;50.52
Zimmermann;Leon;m;01.01.2010;Laufen, 10-11;Ausdauer;28.05.2025;Bronze;6.16
Schulz;Marie;f;01.01.2012;Werfen, 10-11;Kraft;10.01.2025;Bronze;16.57
Zimmermann;Leon;m;01.01.2010;Standweitsprung, 10-11;Kraft;10.04.2025;Bronze;1.41
Schneider;Lilly;f;01.01.2012;Schwimmen, 10-11;Ausdauer;09.08.2025;Bronze;7.37
Meier;Jonas;m;01.01.2010;Hochsprung, 10-11;Koordination;04.09.2025;Bronze;1.19
Klein;Alex;m;01.01.2011;Standweitsprung, 10-11;Kraft;05.08.2025;Bronze;2.13
Richter;Ben;m;01.01.2008;Schleuderball, 12-13;Koordination;07.10.2025;Bronze;26.44
Richter;Ben;m;01.01.2008;Drehwurf, 10-11;Koordination;10.06.2025;Bronze;41.4
Schneider;Lilly;f;01.01.2012;Schleuderball, 12-13;Koordination;06.04.2025;Bronze;15.47
Klein;Noah;m;01.01.2008;Laufen, 10-11;Ausdauer;25.04.2025;Bronze;7.16
Klein;Noah;m;01.01.2008;Standweitsprung, 10-11;Kraft;01.09.2025;Bronze;1.78
Fischer;Emily;f;01.01.2010;Standweitsprung, 10-11;Kraft;12.06.2025;Bronze;1.14
Müller;Lena;f;01.01.2010;Laufen, 10-11;Schnelligkeit;13.02.2025;Bronze;0.09
Hoffmann;Paul;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;12.07.2025;Bronze;0.45
Neumann;Tim;m;01.01.2008;Drehwurf, 10-11;Koordination;04.06.2025;Bronze;35.07
Becker;Lukas;m;01.01.2011;Schleuderball, 12-13;Koordination;02.09.2025;Bronze;26.67
Neumann;Tim;m;01.01.2008;Werfen, 10-11;Kraft;10.10.2025;Bronze;18.19
Schneider;Lilly;f;01.01.2012;Schwimmen, 10-11;Ausdauer;05.10.2025;Bronze;8.75
Klein;Noah;m;01.01.2008;Werfen, 10-11;Kraft;11.09.2025;Bronze;17.99
Klein;Noah;m;01.01.2008;Schleuderball, 12-13;Koordination;05.07.2025;Bronze;23.35
Klein;Alex;m;01.01.2011;Laufen, 10-11;Ausdauer;16.06.2025;Bronze;5.68
Meier;Jonas;m;01.01.2010;Schwimmen, 10-11;Schnelligkeit;14.05.2025;Bronze;0.44
Fischer;Emily;f;01.01.2010;Schwimmen, 10-11;Ausdauer;11.06.2025;Bronze;9.74
Werner;Clara;f;01.01.2011;Laufen, 10-11;Ausdauer;07.03.2025;Bronze;6.19
Klein;Alex;m;01.01.2011;Laufen, 10-11;Schnelligkeit;26.05.2025;Bronze;0.1
Wolf;Max;m;01.01.2009;Schwimmen, 10-11;Ausdauer;15.08.2025;Bronze;7.09
Zimmermann;Leon;m;01.01.2010;Standweitsprung, 10-11;Kraft;11.02.2025;Bronze;2.02
Fischer;Emily;f;01.01.2010;Hochsprung, 10-11;Koordination;20.09.2025;Bronze;0.75
Klein;Alex;m;01.01.2011;Weitsprung, 10-11;Koordination;13.10.2025;Bronze;3.29
Klein;Alex;m;01.01.2011;Radfahren, 10-11;Ausdauer;29.10.2025;Bronze;45.68
Zimmermann;Leon;m;01.01.2010;Schwimmen, 10-11;Ausdauer;06.04.2025;Bronze;6.54
Hartmann;Anna;f;01.01.2009;Radfahren, 10-11;Ausdauer;11.10.2025;Bronze;66.15
Schmidt;Tom;m;01.01.2009;Radfahren, 10-11;Schnelligkeit;02.01.2025;Bronze;0.47
Neumann;Tim;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;06.03.2025;Bronze;0.42
Richter;Ben;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;09.03.2025;Bronze;0.42
Richter;Ben;m;01.01.2008;Hochsprung, 10-11;Koordination;26.04.2025;Bronze;0.82
Becker;Lukas;m;01.01.2011;Weitsprung, 10-11;Koordination;22.06.2025;Bronze;2.67
Schneider;Lilly;f;01.01.2012;Schwimmen, 10-11;Ausdauer;14.10.2025;Bronze;6.51
Richter;Ben;m;01.01.2008;Laufen, 10-11;Ausdauer;29.07.2025;Bronze;4.86
Meier;Jonas;m;01.01.2010;Laufen, 10-11;Ausdauer;27.08.2025;Bronze;6.0
Bauer;Sophie;f;01.01.2008;Drehwurf, 10-11;Koordination;21.09.2025;Bronze;23.0
Schneider;Lilly;f;01.01.2012;Drehwurf, 10-11;Koordination;28.07.2025;Bronze;39.85
Zimmermann;Leon;m;01.01.2010;Schwimmen, 10-11;Schnelligkeit;02.06.2025;Bronze;0.31
Becker;Lukas;m;01.01.2011;Radfahren, 10-11;Ausdauer;12.05.2025;Bronze;67.38
Hoffmann;Paul;m;01.01.2008;Laufen, 10-11;Schnelligkeit;04.02.2025;Bronze;0.13
Bauer;Sophie;f;01.01.2008;Laufen, 10-11;Ausdauer;16.02.2025;Bronze;4.88
Wagner;Lara;f;01.01.2011;Werfen, 10-11;Kraft;01.06.2025;Bronze;19.89
Schmidt;Tom;m;01.01.2009;Radfahren, 10-11;Schnelligkeit;02.06.2025;Bronze;0.36
Neumann;Tim;m;01.01.2008;Laufen, 10-11;Ausdauer;01.09.2025;Bronze;5.35
Richter;Ben;m;01.01.2008;Laufen, 10-11;Schnelligkeit;23.10.2025;Bronze;0.13
Müller;Lena;f;01.01.2010;Weitsprung, 10-11;Koordination;15.08.2025;Bronze;3.11
Schmidt;Tom;m;01.01.2009;Schwimmen, 10-11;Ausdauer;27.10.2025;Bronze;6.93
Hoffmann;Paul;m;01.01.2008;Weitsprung, 10-11;Koordination;10.03.2025;Bronze;3.32
Wolf;Max;m;01.01.2009;Laufen, 10-11;Schnelligkeit;02.06.2025;Bronze;0.12
Becker;Lukas;m;01.01.2011;Schwimmen, 10-11;Schnelligkeit;24.05.2025;Bronze;0.35
Schneider;Lilly;f;01.01.2012;Radfahren, 10-11;Schnelligkeit;10.07.2025;Bronze;0.36
Koch;Emma;f;01.01.2010;Standweitsprung, 10-11;Kraft;08.02.2025;Bronze;1.79
Fischer;Emily;f;01.01.2010;Drehwurf, 10-11;Koordination;27.05.2025;Bronze;32.65
Schäfer;Luis;m;01.01.2009;Schwimmen, 10-11;Ausdauer;24.02.2025;Bronze;7.31
Hoffmann;Paul;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;03.06.2025;Bronze;0.45
Hoffmann;Paul;m;01.01.2008;Laufen, 10-11;Ausdauer;06.06.2025;Bronze;5.21
Wolf;Max;m;01.01.2009;Standweitsprung, 10-11;Kraft;07.05.2025;Bronze;1.52
Richter;Ben;m;01.01.2008;Laufen, 10-11;Ausdauer;21.08.2025;Bronze;5.69
Wagner;Lara;f;01.01.2011;Radfahren, 10-11;Schnelligkeit;19.03.2025;Bronze;0.37
Zimmermann;Leon;m;01.01.2010;Laufen, 10-11;Ausdauer;03.08.2025;Bronze;6.17
Schulz;Marie;f;01.01.2012;Laufen, 10-11;Schnelligkeit;21.06.2025;Bronze;0.14
Schneider;Lilly;f;01.01.2012;Radfahren, 10-11;Ausdauer;02.08.2025;Bronze;47.59
Müller;Lena;f;01.01.2010;Werfen, 10-11;Kraft;17.01.2025;Bronze;15.19
Hartmann;Anna;f;01.01.2009;Radfahren, 10-11;Ausdauer;08.05.2025;Bronze;72.26
Schulz;Marie;f;01.01.2012;Weitsprung, 10-11;Koordination;05.09.2025;Bronze;2.28
Hartmann;Anna;f;01.01.2009;Schwimmen, 10-11;Ausdauer;01.01.2025;Bronze;9.11
Hoffmann;Paul;m;01.01.2008;Drehwurf, 10-11;Koordination;03.04.2025;Bronze;39.65
Klein;Noah;m;01.01.2008;Schwimmen, 10-11;Ausdauer;15.09.2025;Bronze;6.78
Richter;Ben;m;01.01.2008;Hochsprung, 10-11;Koordination;13.02.2025;Bronze;1.02
Schneider;Lilly;f;01.01.2012;Radfahren, 10-11;Schnelligkeit;13.02.2025;Bronze;0.46
Schäfer;Luis;m;01.01.2009;Laufen, 10-11;Schnelligkeit;05.09.2025;Bronze;0.13
Zimmermann;Leon;m;01.01.2010;Radfahren, 10-11;Ausdauer;17.05.2025;Bronze;43.63
Schneider;Lilly;f;01.01.2012;Radfahren, 10-11;Schnelligkeit;11.09.2025;Bronze;0.35
Neumann;Tim;m;01.01.2008;Schleuderball, 12-13;Koordination;25.02.2025;Bronze;30.73
Krüger;Nina;f;01.01.2011;Weitsprung, 10-11;Koordination;22.07.2025;Bronze;3.05
Fischer;Emily;f;01.01.2010;Radfahren, 10-11;Schnelligkeit;14.08.2025;Bronze;0.38
Meier;Jonas;m;01.01.2010;Laufen, 10-11;Schnelligkeit;16.10.2025;Bronze;0.12
Schneider;Lilly;f;01.01.2012;Schleuderball, 12-13;Koordination;06.10.2025;Bronze;16.88
Hartmann;Anna;f;01.01.2009;Radfahren, 10-11;Ausdauer;18.10.2025;Bronze;48.63
Schäfer;Luis;m;01.01.2009;Laufen, 10-11;Ausdauer;05.03.2025;Bronze;5.05
Werner;Clara;f;01.01.2011;Laufen, 10-11;Schnelligkeit;19.06.2025;Bronze;0.14
Becker;Lukas;m;01.01.2011;Schwimmen, 10-11;Ausdauer;15.04.2025;Bronze;6.95
Meier;Jonas;m;01.01.2010;Laufen, 10-11;Schnelligkeit;18.09.2025;Bronze;0.09
Hoffmann;Paul;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;17.03.2025;Bronze;0.4
Schneider;Lilly;f;01.01.2012;Werfen, 10-11;Kraft;23.03.2025;Bronze;14.78
Wolf;Max;m;01.01.2009;Weitsprung, 10-11;Koordination;26.08.2025;Bronze;2.58
Müller;Lena;f;01.01.2010;Radfahren, 10-11;Ausdauer;23.03.2025;Bronze;73.04
Fischer;Emily;f;01.01.2010;Laufen, 10-11;Ausdauer;18.02.2025;Bronze;6.32
Meier;Jonas;m;01.01.2010;Laufen, 10-11;Ausdauer;05.10.2025;Bronze;6.0
Fischer;Emily;f;01.01.2010;Hochsprung, 10-11;Koordination;15.01.2025;Bronze;0.78
Schulz;Marie;f;01.01.2012;Radfahren, 10-11;Ausdauer;13.10.2025;Bronze;64.31
Becker;Lukas;m;01.01.2011;Hochsprung, 10-11;Koordination;05.03.2025;Bronze;0.72
Hoffmann;Paul;m;01.01.2008;Standweitsprung, 10-11;Kraft;10.04.2025;Bronze;2.11
Klein;Alex;m;01.01.2011;Radfahren, 10-11;Schnelligkeit;16.08.2025;Bronze;0.46
Schulz;Marie;f;01.01.2012;Radfahren, 10-11;Ausdauer;25.06.2025;Bronze;49.76
Hoffmann;Paul;m;01.01.2008;Laufen, 10-11;Ausdauer;06.08.2025;Bronze;5.22
Wagner;Lara;f;01.01.2011;Laufen, 10-11;Ausdauer;16.07.2025;Bronze;4.88
Neumann;Tim;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;11.01.2025;Bronze;0.5
Klein;Noah;m;01.01.2008;Schwimmen, 10-11;Ausdauer;18.05.2025;Bronze;6.34
Schäfer;Luis;m;01.01.2009;Laufen, 10-11;Schnelligkeit;10.09.2025;Bronze;0.13
Koch;Emma;f;01.01.2010;Hochsprung, 10-11;Koordination;29.05.2025;Bronze;0.8
Wolf;Max;m;01.01.2009;Schwimmen, 10-11;Ausdauer;29.02.2025;Bronze;6.17
Krüger;Nina;f;01.01.2011;Weitsprung, 10-11;Koordination;11.01.2025;Bronze;1.97
Becker;Lukas;m;01.01.2011;Schleuderball, 12-13;Koordination;04.05.2025;Bronze;22.61
Richter;Ben;m;01.01.2008;Standweitsprung, 10-11;Kraft;03.01.2025;Bronze;1.51
Klein;Noah;m;01.01.2008;Radfahren, 10-11;Ausdauer;05.10.2025;Bronze;65.62
Hartmann;Anna;f;01.01.2009;Radfahren, 10-11;Ausdauer;07.07.2025;Bronze;52.37
Wolf;Max;m;01.01.2009;Werfen, 10-11;Kraft;04.06.2025;Bronze;20.37
Richter;Ben;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;05.07.2025;Bronze;0.48
Meier;Jonas;m;01.01.2010;Laufen, 10-11;Schnelligkeit;11.04.2025;Bronze;0.09
Bauer;Sophie;f;01.01.2008;Laufen, 10-11;Ausdauer;01.10.2025;Bronze;6.94
Klein;Alex;m;01.01.2011;Schwimmen, 10-11;Ausdauer;11.02.2025;Bronze;9.45
Wagner;Lara;f;01.01.2011;Laufen, 10-11;Schnelligkeit;20.03.2025;Bronze;0.14
Richter;Ben;m;01.01.2008;Schwimmen, 10-11;Ausdauer;07.02.2025;Bronze;9.87
Bauer;Sophie;f;01.01.2008;Schleuderball, 12-13;Koordination;09.02.2025;Bronze;14.56
Neumann;Tim;m;01.01.2008;Drehwurf, 10-11;Koordination;22.09.2025;Bronze;29.13
Müller;Lena;f;01.01.2010;Standweitsprung, 10-11;Kraft;02.09.2025;Bronze;1.19
Schneider;Lilly;f;01.01.2012;Radfahren, 10-11;Ausdauer;20.04.2025;Bronze;60.08
Werner;Clara;f;01.01.2011;Radfahren, 10-11;Schnelligkeit;03.03.2025;Bronze;0.36
Wolf;Max;m;01.01.2009;Drehwurf, 10-11;Koordination;28.04.2025;Bronze;36.44
Richter;Ben;m;01.01.2008;Laufen, 10-11;Schnelligkeit;08.04.2025;Bronze;0.09
Klein;Noah;m;01.01.2008;Hochsprung, 10-11;Koordination;24.10.2025;Bronze;0.75
Richter;Ben;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;11.06.2025;Bronze;0.44
Richter;Ben;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;13.09.2025;Bronze;0.32
Werner;Clara;f;01.01.2011;Werfen, 10-11;Kraft;05.08.2025;Bronze;13.88
Schneider;Lilly;f;01.01.2012;Laufen, 10-11;Ausdauer;03.06.2025;Bronze;6.12
Richter;Ben;m;01.01.2008;Schwimmen, 10-11;Ausdauer;24.02.2025;Bronze;9.08
Becker;Lukas;m;01.01.2011;Radfahren, 10-11;Ausdauer;21.06.2025;Bronze;60.41
Neumann;Tim;m;01.01.2008;Werfen, 10-11;Kraft;18.02.2025;Bronze;20.78
Klein;Noah;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;20.07.2025;Bronze;0.5
Müller;Lena;f;01.01.2010;Radfahren, 10-11;Ausdauer;14.03.2025;Bronze;63.21
Müller;Lena;f;01.01.2010;Werfen, 10-11;Kraft;05.07.2025;Bronze;12.06
Hartmann;Anna;f;01.01.2009;Drehwurf, 10-11;Koordination;13.03.2025;Bronze;27.32
Neumann;Tim;m;01.01.2008;Laufen, 10-11;Ausdauer;10.08.2025;Bronze;5.88
Krüger;Nina;f;01.01.2011;Weitsprung, 10-11;Koordination;22.02.2025;Bronze;2.07
Müller;Lena;f;01.01.2010;Laufen, 10-11;Ausdauer;13.07.2025;Bronze;7.04
Zimmermann;Leon;m;01.01.2010;Schwimmen, 10-11;Ausdauer;14.05.2025;Bronze;9.22
Werner;Clara;f;01.01.2011;Radfahren, 10-11;Ausdauer;13.02.2025;Bronze;49.7
Wolf;Max;m;01.01.2009;Werfen, 10-11;Kraft;06.03.2025;Bronze;19.12
Schäfer;Luis;m;01.01.2009;Laufen, 10-11;Ausdauer;18.03.2025;Bronze;6.58
Neumann;Tim;m;01.01.2008;Laufen, 10-11;Ausdauer;10.03.2025;Bronze;5.11
Hoffmann;Paul;m;01.01.2008;Werfen, 10-11;Kraft;01.02.2025;Bronze;22.87
Neumann;Tim;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;08.07.2025;Bronze;0.49
Schmidt;Tom;m;01.01.2009;Laufen, 10-11;Ausdauer;22.06.2025;Bronze;4.98
Klein;Noah;m;01.01.2008;Schleuderball, 12-13;Koordination;23.03.2025;Bronze;24.36
Wolf;Max;m;01.01.2009;Laufen, 10-11;Ausdauer;04.01.2025;Bronze;7.45
Neumann;Tim;m;01.01.2008;Laufen, 10-11;Schnelligkeit;09.01.2025;Bronze;0.09
Bauer;Sophie;f;01.01.2008;Radfahren, 10-11;Ausdauer;03.06.2025;Bronze;52.82
Zimmermann;Leon;m;01.01.2010;Laufen, 10-11;Ausdauer;17.07.2025;Bronze;5.41
Wolf;Max;m;01.01.2009;Schleuderball, 12-13;Koordination;11.04.2025;Bronze;17.28
Wagner;Lara;f;01.01.2011;Schwimmen, 10-11;Schnelligkeit;06.06.2025;Bronze;0.42
Schmidt;Tom;m;01.01.2009;Drehwurf, 10-11;Koordination;28.06.2025;Bronze;41.74
Klein;Noah;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;03.09.2025;Bronze;0.35
Werner;Clara;f;01.01.2011;Standweitsprung, 10-11;Kraft;23.08.2025;Bronze;1.22
Zimmermann;Leon;m;01.01.2010;Drehwurf, 10-11;Koordination;22.02.2025;Bronze;35.49
Fischer;Emily;f;01.01.2010;Schleuderball, 12-13;Koordination;27.03.2025;Bronze;24.89
Wagner;Lara;f;01.01.2011;Radfahren, 10-11;Schnelligkeit;04.05.2025;Bronze;0.51
Schmidt;Tom;m;01.01.2009;Schleuderball, 12-13;Koordination;03.07.2025;Bronze;25.03
Neumann;Tim;m;01.01.2008;Schwimmen, 10-11;Schnelligkeit;06.05.2025;Bronze;0.5
Koch;Emma;f;01.01.2010;Standweitsprung, 10-11;Kraft;25.05.2025;Bronze;1.86
Schneider;Lilly;f;01.01.2012;Schwimmen, 10-11;Schnelligkeit;19.08.2025;Bronze;0.34
Zimmermann;Leon;m;01.01.2010;Hochsprung, 10-11;Koordination;04.10.2025;Bronze;1.07
Richter;Ben;m;01.01.2008;Laufen, 10-11;Schnelligkeit;07.02.2025;Bronze;0.09
Klein;Alex;m;01.01.2011;Radfahren, 10-11;Schnelligkeit;07.01.2025;Bronze;0.37
Klein;Alex;m;01.01.2011;Laufen, 10-11;Schnelligkeit;29.09.2025;Bronze;0.12
Werner;Clara;f;01.01.2011;Laufen, 10-11;Ausdauer;04.03.2025;Bronze;5.13
Wolf;Max;m;01.01.2009;Hochsprung, 10-11;Koordination;28.03.2025;Bronze;0.85
Schneider;Lilly;f;01.01.2012;Werfen, 10-11;Kraft;19.10.2025;Bronze;10.82
Zimmermann;Leon;m;01.01.2010;Radfahren, 10-11;Ausdauer;22.05.2025;Bronze;52.51
Bauer;Sophie;f;01.01.2008;Radfahren, 10-11;Ausdauer;10.08.2025;Bronze;49.01
Krüger;Nina;f;01.01.2011;Weitsprung, 10-11;Koordination;01.05.2025;Bronze;1.98
Werner;Clara;f;01.01.2011;Werfen, 10-11;Kraft;06.09.2025;Bronze;20.19
Neumann;Tim;m;01.01.2008;Schleuderball, 12-13;Koordination;19.03.2025;Bronze;20.07
Klein;Noah;m;01.01.2008;Laufen, 10-11;Ausdauer;04.01.2025;Bronze;4.98
Schäfer;Luis;m;01.01.2009;Radfahren, 10-11;Ausdauer;22.10.2025;Bronze;58.97
Zimmermann;Leon;m;01.01.2010;Radfahren, 10-11;Schnelligkeit;21.05.2025;Bronze;0.35
Hartmann;Anna;f;01.01.2009;Schwimmen, 10-11;Schnelligkeit;13.03.2025;Bronze;0.39
Becker;Lukas;m;01.01.2011;Schwimmen, 10-11;Schnelligkeit;12.08.2025;Bronze;0.33
Schulz;Marie;f;01.01.2012;Laufen, 10-11;Ausdauer;03.09.2025;Bronze;4.54
Hartmann;Anna;f;01.01.2009;Radfahren, 10-11;Schnelligkeit;25.04.2025;Bronze;0.37
Klein;Noah;m;01.01.2008;Standweitsprung, 10-11;Kraft;14.02.2025;Bronze;1.75
Schäfer;Luis;m;01.01.2009;Laufen, 10-11;Schnelligkeit;26.02.2025;Bronze;0.1
Hoffmann;Paul;m;01.01.2008;Hochsprung, 10-11;Koordination;10.03.2025;Bronze;0.82
Becker;Lukas;m;01.01.2011;Drehwurf, 10-11;Koordination;03.03.2025;Bronze;34.26
Klein;Alex;m;01.01.2011;Schwimmen, 10-11;Ausdauer;28.04.2025;Bronze;7.25
Wagner;Lara;f;01.01.2011;Hochsprung, 10-11;Koordination;01.04.2025;Bronze;0.74
Klein;Alex;m;01.01.2011;Drehwurf, 10-11;Koordination;07.04.2025;Bronze;48.37
Bauer;Sophie;f;01.01.2008;Radfahren, 10-11;Schnelligkeit;19.05.2025;Bronze;0.4
Meier;Jonas;m;01.01.2010;Weitsprung, 10-11;Koordination;19.02.2025;Bronze;2.52
Koch;Emma;f;01.01.2010;Laufen, 10-11;Ausdauer;15.06.2025;Bronze;4.52
Bauer;Sophie;f;01.01.2008;Drehwurf, 10-11;Koordination;02.08.2025;Bronze;23.29
Koch;Emma;f;01.01.2010;Schwimmen, 10-11;Schnelligkeit;28.01.2025;Bronze;0.34
Klein;Noah;m;01.01.2008;Laufen, 10-11;Ausdauer;25.05.2025;Bronze;6.52
Klein;Noah;m;01.01.2008;Laufen, 10-11;Schnelligkeit;16.03.2025;Bronze;0.1
Koch;Emma;f;01.01.2010;Laufen, 10-11;Ausdauer;28.08.2025;Bronze;4.7
Schulz;Marie;f;01.01.2012;Laufen, 10-11;Schnelligkeit;29.04.2025;Bronze;0.15
Klein;Noah;m;01.01.2008;Standweitsprung, 10-11;Kraft;10.05.2025;Bronze;1.48
Wolf;Max;m;01.01.2009;Werfen, 10-11;Kraft;26.10.2025;Bronze;24.38
Klein;Noah;m;01.01.2008;Werfen, 10-11;Kraft;19.09.2025;Bronze;20.52
Schneider;Lilly;f;01.01.2012;Laufen, 10-11;Schnelligkeit;10.10.2025;Bronze;0.1
Wagner;Lara;f;01.01.2011;Radfahren, 10-11;Ausdauer;28.03.2025;Bronze;68.52
Wagner;Lara;f;01.01.2011;Radfahren, 10-11;Ausdauer;10.02.2025;Bronze;66.17
Koch;Emma;f;01.01.2010;Radfahren, 10-11;Schnelligkeit;07.07.2025;Bronze;0.39
Hartmann;Anna;f;01.01.2009;Standweitsprung, 10-11;Kraft;02.07.2025;Bronze;1.56
Schulz;Marie;f;01.01.2012;Schwimmen, 10-11;Ausdauer;29.07.2025;Bronze;7.02
Müller;Lena;f;01.01.2010;Drehwurf, 10-11;Koordination;14.01.2025;Bronze;33.94
Werner;Clara;f;01.01.2011;Werfen, 10-11;Kraft;03.06.2025;Bronze;16.32
Krüger;Nina;f;01.01.2011;Schwimmen, 10-11;Ausdauer;23.05.2025;Bronze;6.52
Wagner;Lara;f;01.01.2011;Schwimmen, 10-11;Schnelligkeit;07.05.2025;Bronze;0.44
Krüger;Nina;f;01.01.2011;Laufen, 10-11;Schnelligkeit;29.05.2025;Bronze;0.15
Hoffmann;Paul;m;01.01.2008;Weitsprung, 10-11;Koordination;15.02.2025;Bronze;2.24
Schäfer;Luis;m;01.01.2009;Hochsprung, 10-11;Koordination;03.05.2025;Bronze;1.09
Hoffmann;Paul;m;01.01.2008;Schleuderball, 12-13;Koordination;09.06.2025;Bronze;27.73
Werner;Clara;f;01.01.2011;Drehwurf, 10-11;Koordination;18.06.2025;Bronze;37.2
Klein;Noah;m;01.01.2008;Radfahren, 10-11;Schnelligkeit;05.02.2025;Bronze;0.44
Krüger;Nina;f;01.01.2011;Schleuderball, 12-13;Koordination;28.09.2025;Bronze;23.49
Schmidt;Tom;m;01.01.2009;Drehwurf, 10-11;Koordination;04.06.2025;Bronze;28.5
Becker;Lukas;m;01.01.2011;Schwimmen, 10-11;Ausdauer;23.06.2025;Bronze;9.72
Müller;Lena;f;01.01.2010;Weitsprung, 10-11;Koordination;12.06.2025;Bronze;2.23
Bauer;Sophie;f;01.01.2008;Laufen, 10-11;Ausdauer;17.03.2025;Bronze;5.17
Krüger;Nina;f;01.01.2011;Radfahren, 10-11;Schnelligkeit;05.01.2025;Bronze;0.37
Krüger;Nina;f;01.01.2011;Schwimmen, 10-11;Ausdauer;04.09.2025;Bronze;6.4
Werner;Clara;f;01.01.2011;Laufen, 10-11;Schnelligkeit;07.05.2025;Bronze;0.09
Meier;Jonas;m;01.01.2010;Standweitsprung, 10-11;Kraft;22.01.2025;Bronze;1.76
Richter;Ben;m;01.01.2008;Weitsprung, 10-11;Koordination;10.06.2025;Bronze;3.04
Bauer;Sophie;f;01.01.2008;Werfen, 10-11;Kraft;05.03.2025;Bronze;11.55
